time/fps,time/time_elapsed,time/iterations,time/total_timesteps,rollout/ep_len_mean,rollout/ep_rew_mean,train/value_loss,train/explained_variance,train/entropy_loss,train/approx_kl,train/clip_fraction,train/loss,train/policy_gradient_loss,train/std,train/learning_rate,train/clip_range,train/n_updates
493,1594,96,786432,752.98,424.20469556000006,5.942239198088646,0.871587872505188,-18.852614444494247,0.023366448,0.25723876953125,1.585148811340332,-0.03854033330571838,1.1667397022247314,0.0003,0.2,950
494,1606,97,794624,782.41,443.1303959899999,4.49874926097691,0.8277482986450195,-18.901333343982696,0.02621261,0.3031982421875,2.2428929805755615,-0.03801404867699602,1.1713454723358154,0.0003,0.2,960
495,1619,98,802816,780.88,445.00137952000006,5.850316351279616,0.870572566986084,-18.916786301136018,0.022242151,0.25648193359375,2.449277639389038,-0.03753420386492508,1.1727714538574219,0.0003,0.2,970
496,1632,99,811008,747.72,428.57391652,8.12846499606967,0.8741716742515564,-18.952320235967637,0.021798618,0.235107421875,3.3950235843658447,-0.03612813408399233,1.1770076751708984,0.0003,0.2,980
497,1645,100,819200,717.58,414.53528823,11.20091164112091,0.8884810209274292,-18.982248812913895,0.017103236,0.22301025390625,4.835472106933594,-0.035209554772882255,1.1807667016983032,0.0003,0.2,990
499,1658,101,827392,709.02,411.32217951000007,12.637339605391025,0.8946160674095154,-19.013315498828888,0.015882209,0.204296875,7.3519110679626465,-0.038230257721443194,1.183597445487976,0.0003,0.2,1000
500,1670,102,835584,696.5,405.2862977000001,18.699908456206323,0.8603249788284302,-19.04953902363777,0.015408809,0.192626953125,13.10646915435791,-0.03580017052590847,1.1875613927841187,0.0003,0.2,1010
501,1683,103,843776,694.17,405.37281699,10.129158324748278,0.8289370536804199,-19.097925317287444,0.022078644,0.2425537109375,3.6061792373657227,-0.04041053643741179,1.192217230796814,0.0003,0.2,1020
502,1696,104,851968,666.18,389.74955231,7.311449944972992,0.9066612124443054,-19.120310586690902,0.027740894,0.2929931640625,2.5316834449768066,-0.04216896486468613,1.1944423913955688,0.0003,0.2,1030
503,1709,105,860160,668.39,391.27581548,13.519561874866486,0.8750600218772888,-19.159178280830382,0.0190815,0.2356689453125,5.863219261169434,-0.0388494831706339,1.1987966299057007,0.0003,0.2,1040
504,1722,106,868352,661.6,387.3493807500001,6.1769899621605875,0.8467428684234619,-19.209197914600374,0.033576995,0.34671630859375,0.8725184202194214,-0.037932056292993364,1.202416181564331,0.0003,0.2,1050
505,1734,107,876544,686.17,403.77481383000014,8.859868212044239,0.8876304626464844,-19.229824578762056,0.023940982,0.29398193359375,4.735376834869385,-0.04014275741064921,1.2059494256973267,0.0003,0.2,1060
506,1747,108,884736,705.88,415.8505167600001,13.091630767285825,0.850630521774292,-19.249954915046693,0.017438587,0.21484375,7.251073837280273,-0.036393354428582825,1.2068339586257935,0.0003,0.2,1070
507,1760,109,892928,699.23,412.44362307000006,7.766752842068672,0.8833636045455933,-19.267248606681825,0.028145777,0.30894775390625,4.705988883972168,-0.03481150351144606,1.209393858909607,0.0003,0.2,1080
508,1772,110,901120,698.08,411.91054367,13.168155515938997,0.8318538069725037,-19.300411266088485,0.018936729,0.2300537109375,3.749910354614258,-0.036440688958828106,1.2128554582595825,0.0003,0.2,1090
509,1785,111,909312,694.71,411.17258269999996,12.106381975114346,0.8838130831718445,-19.338936042785644,0.020751622,0.248779296875,4.273477554321289,-0.037262603706039954,1.2160052061080933,0.0003,0.2,1100
510,1798,112,917504,710.52,422.15065969999995,8.134340066462755,0.9055728316307068,-19.379720282554626,0.027675316,0.31043701171875,5.196012020111084,-0.03625255470105913,1.2191928625106812,0.0003,0.2,1110
511,1810,113,925696,729.93,434.58930033,12.688842014968396,0.823083758354187,-19.413289856910705,0.026086964,0.28984375,5.97830867767334,-0.03903779708634829,1.2242540121078491,0.0003,0.2,1120
512,1823,114,933888,717.81,427.49852157000004,8.251883079856634,0.8833519220352173,-19.459090411663055,0.03501899,0.34541015625,3.2476019859313965,-0.033291643389384264,1.2296510934829712,0.0003,0.2,1130
513,1835,115,942080,726.96,433.78129483,12.99968716800213,0.8751903176307678,-19.512135952711105,0.020261232,0.24383544921875,7.474559307098389,-0.03641024908283726,1.2345623970031738,0.0003,0.2,1140
514,1848,116,950272,722.71,430.81063195999997,8.838944841176271,0.8374208211898804,-19.54846916794777,0.021735847,0.25831298828125,2.8648858070373535,-0.03705979163205484,1.2375987768173218,0.0003,0.2,1150
515,1860,117,958464,727.21,433.16577249,9.231603501737117,0.8380722403526306,-19.585026842355727,0.023303265,0.2793212890625,5.0150251388549805,-0.0390075588322361,1.2429203987121582,0.0003,0.2,1160
516,1873,118,966656,721.09,429.43604557000003,7.655033872276545,0.8652463555335999,-19.62839436531067,0.023787778,0.27322998046875,2.1582343578338623,-0.037517268196097575,1.2454237937927246,0.0003,0.2,1170
516,1886,119,974848,739.39,440.98309572,14.906990772485733,0.8915919661521912,-19.650660943984985,0.020498404,0.24920654296875,9.61894416809082,-0.03852279222483048,1.2481476068496704,0.0003,0.2,1180
517,1898,120,983040,750.01,447.60754913,6.955578279495239,0.8590607643127441,-19.698362505435945,0.030694492,0.3426025390625,3.7051610946655273,-0.038212124338315334,1.2552154064178467,0.0003,0.2,1190
