fault_type,severity,seed,baseline_vel,recovery_time_s,post_fault_distance_m,post_fault_steps_survived,fell
torque_limit,0.2,76,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,77,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,78,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,79,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,80,0.5564837480610468,0.016666666666666666,0.35463748653508315,70,True
torque_limit,0.2,81,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,82,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,83,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,84,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,85,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,86,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,87,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,88,0.5564837480610468,0.016666666666666666,2.7516576562984025,300,False
torque_limit,0.2,89,0.5564837480610468,0.016666666666666666,0.35463748653508315,70,True
torque_limit,0.2,90,0.5564837480610468,0.016666666666666666,0.5414642144415195,61,True
torque_limit,0.2,91,0.5564837480610468,0.016666666666666666,0.4337076529243598,62,True
torque_limit,0.2,92,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,93,0.5564837480610468,0.05,0.6255993778792076,83,True
torque_limit,0.2,94,0.5564837480610468,0.016666666666666666,2.357139464221714,300,False
torque_limit,0.2,95,0.5564837480610468,0.016666666666666666,1.021341109240585,113,True
torque_limit,0.2,96,0.5564837480610468,0.016666666666666666,3.171752951218047,300,False
torque_limit,0.2,97,0.5564837480610468,0.016666666666666666,2.694774842695919,300,False
torque_limit,0.2,98,0.5564837480610468,0.016666666666666666,2.5838604021233795,300,False
torque_limit,0.2,99,0.5564837480610468,0.05,0.6255993778792076,83,True
joint_lock,1.0,0,0.5564837480610468,0.23333333333333334,1.7947975845615827,300,False
joint_lock,1.0,1,0.5564837480610468,0.016666666666666666,3.2271294594360977,300,False
joint_lock,1.0,2,0.5564837480610468,0.23333333333333334,1.7947975845615827,300,False
joint_lock,1.0,3,0.5564837480610468,0.016666666666666666,2.471313187241777,300,False
joint_lock,1.0,4,0.5564837480610468,0.016666666666666666,1.1100279073568935,300,False
joint_lock,1.0,5,0.5564837480610468,0.016666666666666666,1.1100279073568935,300,False
joint_lock,1.0,6,0.5564837480610468,0.016666666666666666,3.2271294594360977,300,False
joint_lock,1.0,7,0.5564837480610468,0.03333333333333333,1.2238562120023642,300,False
